adsh	grp	arc	negative	ptag	pversion	ctag	cversion
0001081400-23-000149	1	4	1	ExpensesOverAssets	rr/2023	OtherExpensesOverAssets	rr/2023
0001081400-23-000149	1	5	1	NetExpensesOverAssets	rr/2023	FeeWaiverOrReimbursementOverAssets	rr/2023
0001081400-23-000150	1	1	1	NetExpensesOverAssets	rr/2023	ExpensesOverAssets	rr/2023
0001081400-23-000150	1	2	1	ExpensesOverAssets	rr/2023	ManagementFeesOverAssets	rr/2023
0001081400-23-000150	1	3	1	ExpensesOverAssets	rr/2023	DistributionAndService12b1FeesOverAssets	rr/2023
0001081400-23-000150	1	4	1	ExpensesOverAssets	rr/2023	OtherExpensesOverAssets	rr/2023
0001081400-23-000150	1	5	1	ExpensesOverAssets	rr/2023	AcquiredFundFeesAndExpensesOverAssets	rr/2023
0001081400-23-000150	1	6	1	NetExpensesOverAssets	rr/2023	FeeWaiverOrReimbursementOverAssets	rr/2023
0001081400-23-000151	1	1	1	NetExpensesOverAssets	rr/2023	ExpensesOverAssets	rr/2023
0001081400-23-000151	1	2	1	ExpensesOverAssets	rr/2023	ManagementFeesOverAssets	rr/2023
0001081400-23-000151	1	3	1	ExpensesOverAssets	rr/2023	DistributionAndService12b1FeesOverAssets	rr/2023
0001081400-23-000151	1	4	1	ExpensesOverAssets	rr/2023	OtherExpensesOverAssets	rr/2023
0001081400-23-000151	1	5	1	NetExpensesOverAssets	rr/2023	FeeWaiverOrReimbursementOverAssets	rr/2023
0001081400-23-000152	1	1	1	NetExpensesOverAssets	rr/2023	ExpensesOverAssets	rr/2023
0001081400-23-000152	1	2	1	ExpensesOverAssets	rr/2023	ManagementFeesOverAssets	rr/2023
0001081400-23-000152	1	3	1	ExpensesOverAssets	rr/2023	DistributionAndService12b1FeesOverAssets	rr/2023
0001081400-23-000152	1	4	1	ExpensesOverAssets	rr/2023	OtherExpensesOverAssets	rr/2023
0001081400-23-000152	1	5	1	ExpensesOverAssets	rr/2023	AcquiredFundFeesAndExpensesOverAssets	rr/2023
0001081400-23-000152	1	6	1	NetExpensesOverAssets	rr/2023	FeeWaiverOrReimbursementOverAssets	rr/2023
0001104659-23-041466	1	1	1	NetExpensesOverAssets	rr/2022	ExpensesOverAssets	rr/2022
0001104659-23-041466	1	2	1	ExpensesOverAssets	rr/2022	ManagementFeesOverAssets	rr/2022
0001104659-23-041466	1	3	1	ExpensesOverAssets	rr/2022	DistributionAndService12b1FeesOverAssets	rr/2022
0001104659-23-041466	1	4	1	ExpensesOverAssets	rr/2022	OtherExpensesOverAssets	rr/2022
0001104659-23-041466	1	5	1	NetExpensesOverAssets	rr/2022	FeeWaiverOrReimbursementOverAssets	rr/2022
0001104659-23-044998	1	1	1	NetExpensesOverAssets	rr/2023	ExpensesOverAssets	rr/2023
0001104659-23-044998	1	2	1	ExpensesOverAssets	rr/2023	ManagementFeesOverAssets	rr/2023
0001104659-23-044998	1	3	1	ExpensesOverAssets	rr/2023	DistributionAndService12b1FeesOverAssets	rr/2023
0001104659-23-044998	1	4	1	ExpensesOverAssets	rr/2023	OtherExpensesOverAssets	rr/2023
0001104659-23-046044	1	1	1	NetExpensesOverAssets	rr/2023	ExpensesOverAssets	rr/2023
0001104659-23-046044	1	2	1	ExpensesOverAssets	rr/2023	ManagementFeesOverAssets	rr/2023
0001104659-23-046044	1	3	1	ExpensesOverAssets	rr/2023	DistributionAndService12b1FeesOverAssets	rr/2023
0001104659-23-046044	1	4	1	ExpensesOverAssets	rr/2023	OtherExpensesOverAssets	rr/2023
0001104659-23-046044	1	5	1	NetExpensesOverAssets	rr/2023	FeeWaiverOrReimbursementOverAssets	rr/2023
0001104659-23-048225	1	1	1	NetExpensesOverAssets	rr/2023	ExpensesOverAssets	rr/2023
0001104659-23-048225	1	2	1	ExpensesOverAssets	rr/2023	ManagementFeesOverAssets	rr/2023
0001104659-23-048225	1	3	1	ExpensesOverAssets	rr/2023	DistributionAndService12b1FeesOverAssets	rr/2023
0001104659-23-048225	1	4	1	ExpensesOverAssets	rr/2023	OtherExpensesOverAssets	rr/2023
0001104659-23-048225	1	5	1	ExpensesOverAssets	rr/2023	AcquiredFundFeesAndExpensesOverAssets	rr/2023
0001104659-23-048225	1	6	1	NetExpensesOverAssets	rr/2023	FeeWaiverOrReimbursementOverAssets	rr/2023
0001104659-23-048921	1	1	1	NetExpensesOverAssets	rr/2023	ExpensesOverAssets	rr/2023
0001104659-23-048921	1	2	1	ExpensesOverAssets	rr/2023	ManagementFeesOverAssets	rr/2023
0001104659-23-048921	1	3	1	ExpensesOverAssets	rr/2023	DistributionAndService12b1FeesOverAssets	rr/2023
0001104659-23-048921	1	4	1	ExpensesOverAssets	rr/2023	OtherExpensesOverAssets	rr/2023
0001104659-23-048921	1	5	1	NetExpensesOverAssets	rr/2023	FeeWaiverOrReimbursementOverAssets	rr/2023
0001104659-23-049683	1	1	1	NetExpensesOverAssets	rr/2023	ExpensesOverAssets	rr/2023
0001104659-23-049683	1	2	1	ExpensesOverAssets	rr/2023	ManagementFeesOverAssets	rr/2023
0001104659-23-049683	1	3	1	ExpensesOverAssets	rr/2023	DistributionAndService12b1FeesOverAssets	rr/2023
0001104659-23-049683	1	4	1	ExpensesOverAssets	rr/2023	OtherExpensesOverAssets	rr/2023
0001104659-23-050257	1	1	1	NetExpensesOverAssets	rr/2023	ExpensesOverAssets	rr/2023
0001104659-23-050257	1	2	1	ExpensesOverAssets	rr/2023	ManagementFeesOverAssets	rr/2023
0001104659-23-050257	1	3	1	ExpensesOverAssets	rr/2023	DistributionAndService12b1FeesOverAssets	rr/2023
0001104659-23-050257	1	4	1	ExpensesOverAssets	rr/2023	OtherExpensesOverAssets	rr/2023
0001104659-23-050257	1	5	1	NetExpensesOverAssets	rr/2023	FeeWaiverOrReimbursementOverAssets	rr/2023
0001104659-23-050505	1	1	1	NetExpensesOverAssets	rr/2023	ExpensesOverAssets	rr/2023
0001104659-23-050505	1	2	1	ExpensesOverAssets	rr/2023	ManagementFeesOverAssets	rr/2023
0001104659-23-050505	1	3	1	ExpensesOverAssets	rr/2023	DistributionAndService12b1FeesOverAssets	rr/2023
0001104659-23-050505	1	4	1	ExpensesOverAssets	rr/2023	OtherExpensesOverAssets	rr/2023
0001104659-23-050505	1	5	1	OtherExpensesOverAssets	rr/2023	Component2OtherExpensesOverAssets	rr/2023
0001104659-23-050505	1	6	1	OtherExpensesOverAssets	rr/2023	Component3OtherExpensesOverAssets	rr/2023
0001104659-23-050505	1	7	1	ExpensesOverAssets	rr/2023	AcquiredFundFeesAndExpensesOverAssets	rr/2023
0001104659-23-050505	1	8	1	NetExpensesOverAssets	rr/2023	FeeWaiverOrReimbursementOverAssets	rr/2023
0001104659-23-050881	1	1	1	NetExpensesOverAssets	rr/2022	ExpensesOverAssets	rr/2022
0001104659-23-050881	1	2	1	ExpensesOverAssets	rr/2022	ManagementFeesOverAssets	rr/2022
0001104659-23-050881	1	3	1	ExpensesOverAssets	rr/2022	DistributionAndService12b1FeesOverAssets	rr/2022
0001104659-23-050881	1	4	1	ExpensesOverAssets	rr/2022	OtherExpensesOverAssets	rr/2022
0001104659-23-050881	1	5	1	NetExpensesOverAssets	rr/2022	FeeWaiverOrReimbursementOverAssets	rr/2022
0001104659-23-050905	1	1	1	NetExpensesOverAssets	rr/2022	ExpensesOverAssets	rr/2022
0001104659-23-050905	1	2	1	ExpensesOverAssets	rr/2022	ManagementFeesOverAssets	rr/2022
0001104659-23-050905	1	3	1	ExpensesOverAssets	rr/2022	DistributionAndService12b1FeesOverAssets	rr/2022
0001104659-23-050905	1	4	1	ExpensesOverAssets	rr/2022	OtherExpensesOverAssets	rr/2022
0001104659-23-050905	1	5	1	ExpensesOverAssets	rr/2022	AcquiredFundFeesAndExpensesOverAssets	rr/2022
0001104659-23-050905	1	6	1	NetExpensesOverAssets	rr/2022	FeeWaiverOrReimbursementOverAssets	rr/2022
0001104659-23-050931	1	1	1	NetExpensesOverAssets	rr/2022	ExpensesOverAssets	rr/2022
0001104659-23-050931	1	2	1	ExpensesOverAssets	rr/2022	ManagementFeesOverAssets	rr/2022
0001104659-23-050931	1	3	1	ExpensesOverAssets	rr/2022	DistributionAndService12b1FeesOverAssets	rr/2022
0001104659-23-050931	1	4	1	ExpensesOverAssets	rr/2022	OtherExpensesOverAssets	rr/2022
0001104659-23-050947	1	1	1	NetExpensesOverAssets	rr/2022	ExpensesOverAssets	rr/2022
0001104659-23-050947	1	2	1	ExpensesOverAssets	rr/2022	ManagementFeesOverAssets	rr/2022
0001104659-23-050947	1	3	1	ExpensesOverAssets	rr/2022	DistributionAndService12b1FeesOverAssets	rr/2022
0001104659-23-050947	1	4	1	ExpensesOverAssets	rr/2022	OtherExpensesOverAssets	rr/2022
0001104659-23-050947	1	5	1	NetExpensesOverAssets	rr/2022	FeeWaiverOrReimbursementOverAssets	rr/2022
0001104659-23-051215	1	1	1	NetExpensesOverAssets	rr/2023	ExpensesOverAssets	rr/2023
0001104659-23-051215	1	2	1	ExpensesOverAssets	rr/2023	ManagementFeesOverAssets	rr/2023
0001104659-23-051215	1	3	1	ExpensesOverAssets	rr/2023	DistributionAndService12b1FeesOverAssets	rr/2023
0001104659-23-051215	1	4	1	ExpensesOverAssets	rr/2023	OtherExpensesOverAssets	rr/2023
0001104659-23-051215	1	5	1	ExpensesOverAssets	rr/2023	AcquiredFundFeesAndExpensesOverAssets	rr/2023
0001104659-23-051215	1	6	1	NetExpensesOverAssets	rr/2023	FeeWaiverOrReimbursementOverAssets	rr/2023
0001104659-23-051220	1	1	1	NetExpensesOverAssets	rr/2023	ExpensesOverAssets	rr/2023
0001104659-23-051220	1	2	1	ExpensesOverAssets	rr/2023	ManagementFeesOverAssets	rr/2023
0001104659-23-051220	1	3	1	ExpensesOverAssets	rr/2023	DistributionAndService12b1FeesOverAssets	rr/2023
0001104659-23-051220	1	4	1	ExpensesOverAssets	rr/2023	OtherExpensesOverAssets	rr/2023
0001104659-23-051220	1	5	1	ExpensesOverAssets	rr/2023	AcquiredFundFeesAndExpensesOverAssets	rr/2023
0001104659-23-051220	1	6	1	NetExpensesOverAssets	rr/2023	FeeWaiverOrReimbursementOverAssets	rr/2023
0001104659-23-051230	1	1	1	NetExpensesOverAssets	rr/2023	ExpensesOverAssets	rr/2023
0001104659-23-051230	1	2	1	ExpensesOverAssets	rr/2023	ManagementFeesOverAssets	rr/2023
0001104659-23-051230	1	3	1	ExpensesOverAssets	rr/2023	DistributionAndService12b1FeesOverAssets	rr/2023
0001104659-23-051230	1	4	1	ExpensesOverAssets	rr/2023	OtherExpensesOverAssets	rr/2023
0001104659-23-051230	1	5	1	ExpensesOverAssets	rr/2023	AcquiredFundFeesAndExpensesOverAssets	rr/2023
0001104659-23-051230	1	6	1	NetExpensesOverAssets	rr/2023	FeeWaiverOrReimbursementOverAssets	rr/2023
0001104659-23-051251	1	1	1	NetExpensesOverAssets	rr/2023	ExpensesOverAssets	rr/2023
0001104659-23-051251	1	2	1	ExpensesOverAssets	rr/2023	ManagementFeesOverAssets	rr/2023
0001104659-23-051251	1	3	1	ExpensesOverAssets	rr/2023	OtherExpensesOverAssets	rr/2023
0001104659-23-051251	1	4	1	NetExpensesOverAssets	rr/2023	FeeWaiverOrReimbursementOverAssets	rr/2023
0001104659-23-051275	1	1	1	NetExpensesOverAssets	rr/2023	ExpensesOverAssets	rr/2023
0001104659-23-051275	1	2	1	ExpensesOverAssets	rr/2023	ManagementFeesOverAssets	rr/2023
0001104659-23-051275	1	3	1	ExpensesOverAssets	rr/2023	DistributionAndService12b1FeesOverAssets	rr/2023
0001104659-23-051275	1	4	1	ExpensesOverAssets	rr/2023	OtherExpensesOverAssets	rr/2023
0001104659-23-051275	1	5	1	OtherExpensesOverAssets	rr/2023	Component1OtherExpensesOverAssets	rr/2023
0001104659-23-051275	1	6	1	ExpensesOverAssets	rr/2023	AcquiredFundFeesAndExpensesOverAssets	rr/2023
0001104659-23-051275	1	7	1	NetExpensesOverAssets	rr/2023	FeeWaiverOrReimbursementOverAssets	rr/2023
0001104659-23-051324	1	1	1	NetExpensesOverAssets	rr/2023	ExpensesOverAssets	rr/2023
0001104659-23-051324	1	2	1	ExpensesOverAssets	rr/2023	ManagementFeesOverAssets	rr/2023
0001104659-23-051324	1	3	1	ExpensesOverAssets	rr/2023	DistributionAndService12b1FeesOverAssets	rr/2023
0001104659-23-051324	1	4	1	ExpensesOverAssets	rr/2023	OtherExpensesOverAssets	rr/2023
0001104659-23-051324	1	5	1	ExpensesOverAssets	rr/2023	AcquiredFundFeesAndExpensesOverAssets	rr/2023
0001104659-23-051324	1	6	1	NetExpensesOverAssets	rr/2023	FeeWaiverOrReimbursementOverAssets	rr/2023
0001104659-23-051526	1	1	1	NetExpensesOverAssets	rr/2023	ExpensesOverAssets	rr/2023
0001104659-23-051526	1	2	1	ExpensesOverAssets	rr/2023	ManagementFeesOverAssets	rr/2023
0001104659-23-051526	1	3	1	ExpensesOverAssets	rr/2023	OtherExpensesOverAssets	rr/2023
0001104659-23-051530	1	1	1	NetExpensesOverAssets	rr/2023	ExpensesOverAssets	rr/2023
0001104659-23-051530	1	2	1	ExpensesOverAssets	rr/2023	ManagementFeesOverAssets	rr/2023
0001104659-23-051530	1	3	1	ExpensesOverAssets	rr/2023	DistributionAndService12b1FeesOverAssets	rr/2023
0001104659-23-051530	1	4	1	ExpensesOverAssets	rr/2023	OtherExpensesOverAssets	rr/2023
0001104659-23-051530	1	5	1	NetExpensesOverAssets	rr/2023	FeeWaiverOrReimbursementOverAssets	rr/2023
0001104659-23-051573	1	1	1	NetExpensesOverAssets	rr/2023	ExpensesOverAssets	rr/2023
0001104659-23-051573	1	2	1	ExpensesOverAssets	rr/2023	ManagementFeesOverAssets	rr/2023
0001104659-23-051573	1	3	1	ExpensesOverAssets	rr/2023	DistributionAndService12b1FeesOverAssets	rr/2023
0001104659-23-051573	1	4	1	ExpensesOverAssets	rr/2023	OtherExpensesOverAssets	rr/2023
0001104659-23-051573	1	5	1	NetExpensesOverAssets	rr/2023	FeeWaiverOrReimbursementOverAssets	rr/2023
0001104659-23-051595	1	1	1	NetExpensesOverAssets	rr/2023	ExpensesOverAssets	rr/2023
0001104659-23-051595	1	2	1	ExpensesOverAssets	rr/2023	ManagementFeesOverAssets	rr/2023
0001104659-23-051595	1	3	1	ExpensesOverAssets	rr/2023	DistributionAndService12b1FeesOverAssets	rr/2023
0001104659-23-051595	1	4	1	ExpensesOverAssets	rr/2023	OtherExpensesOverAssets	rr/2023
0001104659-23-051595	1	5	1	ExpensesOverAssets	rr/2023	AcquiredFundFeesAndExpensesOverAssets	rr/2023
0001104659-23-051660	1	1	1	NetExpensesOverAssets	rr/2023	ExpensesOverAssets	rr/2023
0001104659-23-051660	1	2	1	ExpensesOverAssets	rr/2023	ManagementFeesOverAssets	rr/2023
0001104659-23-051660	1	3	1	ExpensesOverAssets	rr/2023	DistributionAndService12b1FeesOverAssets	rr/2023
0001104659-23-051660	1	4	1	ExpensesOverAssets	rr/2023	OtherExpensesOverAssets	rr/2023
0001104659-23-051660	1	5	1	ExpensesOverAssets	rr/2023	AcquiredFundFeesAndExpensesOverAssets	rr/2023
0001104659-23-051660	1	6	1	NetExpensesOverAssets	rr/2023	FeeWaiverOrReimbursementOverAssets	rr/2023
0001104659-23-051861	1	1	1	NetExpensesOverAssets	rr/2023	ExpensesOverAssets	rr/2023
0001104659-23-051861	1	2	1	ExpensesOverAssets	rr/2023	ManagementFeesOverAssets	rr/2023
0001104659-23-051861	1	3	1	ExpensesOverAssets	rr/2023	DistributionAndService12b1FeesOverAssets	rr/2023
0001104659-23-051861	1	4	1	ExpensesOverAssets	rr/2023	OtherExpensesOverAssets	rr/2023
0001104659-23-051861	1	5	1	NetExpensesOverAssets	rr/2023	FeeWaiverOrReimbursementOverAssets	rr/2023
0001104659-23-051877	1	1	1	NetExpensesOverAssets	rr/2023	ExpensesOverAssets	rr/2023
0001104659-23-051877	1	2	1	ExpensesOverAssets	rr/2023	ManagementFeesOverAssets	rr/2023
0001104659-23-051877	1	3	1	ExpensesOverAssets	rr/2023	DistributionAndService12b1FeesOverAssets	rr/2023
0001104659-23-051877	1	4	1	ExpensesOverAssets	rr/2023	OtherExpensesOverAssets	rr/2023
0001104659-23-051877	1	5	1	NetExpensesOverAssets	rr/2023	FeeWaiverOrReimbursementOverAssets	rr/2023
0001104659-23-051890	1	1	1	NetExpensesOverAssets	rr/2023	ExpensesOverAssets	rr/2023
0001104659-23-051890	1	2	1	ExpensesOverAssets	rr/2023	ManagementFeesOverAssets	rr/2023
0001104659-23-051890	1	3	1	ExpensesOverAssets	rr/2023	DistributionAndService12b1FeesOverAssets	rr/2023
0001104659-23-051890	1	4	1	ExpensesOverAssets	rr/2023	OtherExpensesOverAssets	rr/2023
0001104659-23-051903	1	1	1	NetExpensesOverAssets	rr/2023	ExpensesOverAssets	rr/2023
0001104659-23-051903	1	2	1	ExpensesOverAssets	rr/2023	ManagementFeesOverAssets	rr/2023
0001104659-23-051903	1	3	1	ExpensesOverAssets	rr/2023	DistributionAndService12b1FeesOverAssets	rr/2023
0001104659-23-051903	1	4	1	ExpensesOverAssets	rr/2023	OtherExpensesOverAssets	rr/2023
0001104659-23-051903	1	5	1	NetExpensesOverAssets	rr/2023	FeeWaiverOrReimbursementOverAssets	rr/2023
0001104659-23-051922	1	1	1	NetExpensesOverAssets	rr/2023	ExpensesOverAssets	rr/2023
0001104659-23-051922	1	2	1	ExpensesOverAssets	rr/2023	ManagementFeesOverAssets	rr/2023
0001104659-23-051922	1	3	1	ExpensesOverAssets	rr/2023	DistributionAndService12b1FeesOverAssets	rr/2023
0001104659-23-051922	1	4	1	ExpensesOverAssets	rr/2023	OtherExpensesOverAssets	rr/2023
0001104659-23-051922	1	5	1	NetExpensesOverAssets	rr/2023	FeeWaiverOrReimbursementOverAssets	rr/2023
0001104659-23-051939	1	1	1	NetExpensesOverAssets	rr/2023	ExpensesOverAssets	rr/2023
0001104659-23-051939	1	2	1	ExpensesOverAssets	rr/2023	ManagementFeesOverAssets	rr/2023
0001104659-23-051939	1	3	1	ExpensesOverAssets	rr/2023	DistributionAndService12b1FeesOverAssets	rr/2023
0001104659-23-051939	1	4	1	ExpensesOverAssets	rr/2023	OtherExpensesOverAssets	rr/2023
0001104659-23-051939	1	5	1	NetExpensesOverAssets	rr/2023	FeeWaiverOrReimbursementOverAssets	rr/2023
0001104659-23-051948	1	1	1	NetExpensesOverAssets	rr/2023	ExpensesOverAssets	rr/2023
0001104659-23-051948	1	2	1	ExpensesOverAssets	rr/2023	ManagementFeesOverAssets	rr/2023
0001104659-23-051948	1	3	1	ExpensesOverAssets	rr/2023	DistributionAndService12b1FeesOverAssets	rr/2023
0001104659-23-051948	1	4	1	ExpensesOverAssets	rr/2023	OtherExpensesOverAssets	rr/2023
0001104659-23-052094	1	1	1	NetExpensesOverAssets	rr/2023	ExpensesOverAssets	rr/2023
0001104659-23-052094	1	2	1	ExpensesOverAssets	rr/2023	ManagementFeesOverAssets	rr/2023
0001104659-23-052094	1	3	1	ExpensesOverAssets	rr/2023	DistributionAndService12b1FeesOverAssets	rr/2023
0001104659-23-052094	1	4	1	ExpensesOverAssets	rr/2023	OtherExpensesOverAssets	rr/2023
0001104659-23-052094	1	5	1	NetExpensesOverAssets	rr/2023	FeeWaiverOrReimbursementOverAssets	rr/2023
0001104659-23-052327	1	1	1	NetExpensesOverAssets	rr/2023	ExpensesOverAssets	rr/2023
0001104659-23-052327	1	2	1	ExpensesOverAssets	rr/2023	ManagementFeesOverAssets	rr/2023
0001104659-23-052327	1	3	1	ExpensesOverAssets	rr/2023	DistributionAndService12b1FeesOverAssets	rr/2023
0001104659-23-052327	1	4	1	ExpensesOverAssets	rr/2023	OtherExpensesOverAssets	rr/2023
0001104659-23-052327	1	5	1	NetExpensesOverAssets	rr/2023	FeeWaiverOrReimbursementOverAssets	rr/2023
0001104659-23-052489	1	1	1	NetExpensesOverAssets	rr/2023	ExpensesOverAssets	rr/2023
0001104659-23-052489	1	2	1	ExpensesOverAssets	rr/2023	ManagementFeesOverAssets	rr/2023
0001104659-23-052489	1	3	1	ExpensesOverAssets	rr/2023	DistributionAndService12b1FeesOverAssets	rr/2023
0001104659-23-052489	1	4	1	ExpensesOverAssets	rr/2023	OtherExpensesOverAssets	rr/2023
0001104659-23-052489	1	5	1	ExpensesOverAssets	rr/2023	AcquiredFundFeesAndExpensesOverAssets	rr/2023
0001104659-23-052489	1	6	1	NetExpensesOverAssets	rr/2023	FeeWaiverOrReimbursementOverAssets	rr/2023
0001104659-23-052591	1	1	1	NetExpensesOverAssets	rr/2023	ExpensesOverAssets	rr/2023
0001104659-23-052591	1	2	1	ExpensesOverAssets	rr/2023	ManagementFeesOverAssets	rr/2023
0001104659-23-052591	1	3	1	ExpensesOverAssets	rr/2023	OtherExpensesOverAssets	rr/2023
0001104659-23-052591	1	4	1	OtherExpensesOverAssets	rr/2023	Component1OtherExpensesOverAssets	rr/2023
0001104659-23-052591	1	5	1	OtherExpensesOverAssets	rr/2023	Component2OtherExpensesOverAssets	rr/2023
0001104659-23-052591	1	6	1	ExpensesOverAssets	rr/2023	AcquiredFundFeesAndExpensesOverAssets	rr/2023
0001104659-23-052605	1	1	1	NetExpensesOverAssets	rr/2023	ExpensesOverAssets	rr/2023
0001104659-23-052605	1	2	1	ExpensesOverAssets	rr/2023	ManagementFeesOverAssets	rr/2023
0001104659-23-052605	1	3	1	ExpensesOverAssets	rr/2023	DistributionAndService12b1FeesOverAssets	rr/2023
0001104659-23-052605	1	4	1	ExpensesOverAssets	rr/2023	OtherExpensesOverAssets	rr/2023
0001104659-23-052605	1	5	1	NetExpensesOverAssets	rr/2023	FeeWaiverOrReimbursementOverAssets	rr/2023
0001104659-23-052611	1	1	1	NetExpensesOverAssets	rr/2023	ExpensesOverAssets	rr/2023
0001104659-23-052611	1	2	1	ExpensesOverAssets	rr/2023	ManagementFeesOverAssets	rr/2023
0001104659-23-052611	1	3	1	ExpensesOverAssets	rr/2023	DistributionAndService12b1FeesOverAssets	rr/2023
0001104659-23-052611	1	4	1	ExpensesOverAssets	rr/2023	OtherExpensesOverAssets	rr/2023
0001104659-23-052611	1	5	1	NetExpensesOverAssets	rr/2023	FeeWaiverOrReimbursementOverAssets	rr/2023
0001104659-23-052719	1	1	1	NetExpensesOverAssets	rr/2023	ExpensesOverAssets	rr/2023
0001104659-23-052719	1	2	1	ExpensesOverAssets	rr/2023	ManagementFeesOverAssets	rr/2023
0001104659-23-052719	1	3	1	ExpensesOverAssets	rr/2023	DistributionAndService12b1FeesOverAssets	rr/2023
0001104659-23-052719	1	4	1	ExpensesOverAssets	rr/2023	OtherExpensesOverAssets	rr/2023
0001104659-23-052719	1	5	1	ExpensesOverAssets	rr/2023	AcquiredFundFeesAndExpensesOverAssets	rr/2023
0001104659-23-052719	1	6	1	NetExpensesOverAssets	rr/2023	FeeWaiverOrReimbursementOverAssets	rr/2023
0001104659-23-052970	1	1	1	NetExpensesOverAssets	rr/2023	ExpensesOverAssets	rr/2023
0001104659-23-052970	1	2	1	ExpensesOverAssets	rr/2023	ManagementFeesOverAssets	rr/2023
0001104659-23-052970	1	3	1	ExpensesOverAssets	rr/2023	DistributionAndService12b1FeesOverAssets	rr/2023
0001104659-23-052970	1	4	1	ExpensesOverAssets	rr/2023	OtherExpensesOverAssets	rr/2023
0001104659-23-052970	1	5	1	ExpensesOverAssets	rr/2023	AcquiredFundFeesAndExpensesOverAssets	rr/2023
0001104659-23-052970	1	6	1	NetExpensesOverAssets	rr/2023	FeeWaiverOrReimbursementOverAssets	rr/2023
0001104659-23-053293	1	1	1	NetExpensesOverAssets	rr/2023	ExpensesOverAssets	rr/2023
0001104659-23-053293	1	2	1	ExpensesOverAssets	rr/2023	ManagementFeesOverAssets	rr/2023
0001104659-23-053293	1	3	1	ExpensesOverAssets	rr/2023	DistributionAndService12b1FeesOverAssets	rr/2023
0001104659-23-053293	1	4	1	ExpensesOverAssets	rr/2023	OtherExpensesOverAssets	rr/2023
0001104659-23-053293	1	5	1	ExpensesOverAssets	rr/2023	AcquiredFundFeesAndExpensesOverAssets	rr/2023
0001104659-23-053293	1	6	1	NetExpensesOverAssets	rr/2023	FeeWaiverOrReimbursementOverAssets	rr/2023
0001104659-23-054280	1	1	1	NetExpensesOverAssets	rr/2023	ExpensesOverAssets	rr/2023
0001104659-23-054280	1	2	1	ExpensesOverAssets	rr/2023	ManagementFeesOverAssets	rr/2023
0001104659-23-054280	1	3	1	ExpensesOverAssets	rr/2023	DistributionAndService12b1FeesOverAssets	rr/2023
0001104659-23-054280	1	4	1	ExpensesOverAssets	rr/2023	OtherExpensesOverAssets	rr/2023
0001104659-23-054280	1	5	1	NetExpensesOverAssets	rr/2023	FeeWaiverOrReimbursementOverAssets	rr/2023
0001104659-23-055357	1	1	1	NetExpensesOverAssets	rr/2023	ExpensesOverAssets	rr/2023
0001104659-23-055357	1	2	1	ExpensesOverAssets	rr/2023	ManagementFeesOverAssets	rr/2023
0001104659-23-055357	1	3	1	ExpensesOverAssets	rr/2023	DistributionAndService12b1FeesOverAssets	rr/2023
0001104659-23-055357	1	4	1	ExpensesOverAssets	rr/2023	OtherExpensesOverAssets	rr/2023
0001104659-23-055357	1	5	1	NetExpensesOverAssets	rr/2023	FeeWaiverOrReimbursementOverAssets	rr/2023
0001104659-23-055445	1	1	1	NetExpensesOverAssets	rr/2023	ExpensesOverAssets	rr/2023
0001104659-23-055445	1	2	1	ExpensesOverAssets	rr/2023	ManagementFeesOverAssets	rr/2023
0001104659-23-055445	1	3	1	ExpensesOverAssets	rr/2023	DistributionAndService12b1FeesOverAssets	rr/2023
0001104659-23-055445	1	4	1	ExpensesOverAssets	rr/2023	OtherExpensesOverAssets	rr/2023
0001104659-23-055445	1	5	1	ExpensesOverAssets	rr/2023	AcquiredFundFeesAndExpensesOverAssets	rr/2023
0001104659-23-055445	1	6	1	NetExpensesOverAssets	rr/2023	FeeWaiverOrReimbursementOverAssets	rr/2023
0001104659-23-057532	1	1	1	NetExpensesOverAssets	rr/2023	ExpensesOverAssets	rr/2023
0001104659-23-057532	1	2	1	ExpensesOverAssets	rr/2023	DistributionAndService12b1FeesOverAssets	rr/2023
0001104659-23-057532	1	3	1	ExpensesOverAssets	rr/2023	OtherExpensesOverAssets	rr/2023
0001104659-23-060807	1	1	1	NetExpensesOverAssets	rr/2023	ExpensesOverAssets	rr/2023
0001104659-23-060807	1	2	1	ExpensesOverAssets	rr/2023	ManagementFeesOverAssets	rr/2023
0001104659-23-060807	1	3	1	ExpensesOverAssets	rr/2023	OtherExpensesOverAssets	rr/2023
0001104659-23-060807	1	4	1	NetExpensesOverAssets	rr/2023	FeeWaiverOrReimbursementOverAssets	rr/2023
0001104659-23-063643	1	1	1	NetExpensesOverAssets	rr/2023	ExpensesOverAssets	rr/2023
0001104659-23-063643	1	2	1	ExpensesOverAssets	rr/2023	ManagementFeesOverAssets	rr/2023
0001104659-23-063643	1	3	1	ExpensesOverAssets	rr/2023	DistributionAndService12b1FeesOverAssets	rr/2023
0001104659-23-063643	1	4	1	ExpensesOverAssets	rr/2023	OtherExpensesOverAssets	rr/2023
0001104659-23-064767	1	1	1	NetExpensesOverAssets	rr/2023	ExpensesOverAssets	rr/2023
0001104659-23-064767	1	2	1	ExpensesOverAssets	rr/2023	ManagementFeesOverAssets	rr/2023
0001104659-23-064767	1	3	1	ExpensesOverAssets	rr/2023	DistributionAndService12b1FeesOverAssets	rr/2023
0001104659-23-064767	1	4	1	ExpensesOverAssets	rr/2023	OtherExpensesOverAssets	rr/2023
