tag	version	custom	abstract	datatype	iord	tlabel	doc
RedemptionFee	rr/2021	0	0	NonPositiveMonetaryT	D	Redemption Fee	"Redemption Fee"" (as a percentage of amount redeemed, if applicable) If the Fund is an Exchange-Traded Fund and issues or redeems shares in creation units of not less than 25,000 shares each, exclude any fees charged for the purchase and redemption of the Fund's creation units. ""Redemption Fee"" includes a fee charged for any redemption of the Fund's shares, but does not include a deferred sales charge (load) imposed upon redemption."
PortfolioCompanyAdviserTextBlock	vip/2022q2	0	0	textBlock	D	Portfolio Company Adviser [Text Block]	
ObjectivePrimaryTextBlock	rr/2023	0	0	textBlock	D	Objective, Primary [Text Block]	Investment Objectives/Goals. Disclose the Fund's investment objectives or goals. A Fund also may identify its type or category (e.g., that it is a Money Market Fund or a balanced fund).
InterestExpense	0001580642-23-002973	1	0	NonNegativePure4Type	D	Interest Expense	
BarChartReturnsForClassNotOfferedInProspectus	rr/2021	0	0	string	D	Bar Chart, Returns for Class Not Offered in Prospectus [Text]	When a Multiple Class Fund offering one or more Classes offers a new Class in a prospectus that does not offer the shares of any other Class, include the bar chart with annual total returns for any other existing Class for the first year that the Class is offered. Explain in a footnote that the returns are for a Class that is not offered in the prospectus that would have substantially similar annual returns because the shares are invested in the same portfolio of securities and the annual returns would differ only to the extent that the Classes do not have the same expenses. Include return information for the other Class reflected in the bar chart in the performance table.
Component2OtherExpensesOverAssets	rr/2023	0	0	NonNegativePure4Type	D	Component2 Other Expenses	"The Fund may subdivide this caption into no more than three subcaptions that identify the largest expense or expenses comprising ""Other Expenses,"" but must include a total of all ""Other Expenses."" Alternatively, the Fund may include the components of ""Other Expenses"" in a parenthetical to the caption."
AnnualReturn2017	vip/2023	0	0	percent	D	Annual Return, 2017 [Percent]	
TotalAnnualExpensesMinimumPercent	vip/2022q2	0	0	percent	D	Total Annual Expenses, Minimum [Percent]	
KeyFeesExpensesTextBlock	vip/2022q2	0	0	textBlock	D	Fees and Expenses [Text Block]	
RiskNondiversifiedStatus	rr/2021	0	0	string	D	Risk Nondiversified Status [Text]	If applicable, state that the Fund is non-diversified, describe the effect of non-diversification (e.g., disclose that, compared with other funds, the Fund may invest a greater percentage of its assets in a particular issuer), and summarize the risks of investing in a non-diversified fund.
PerformanceTableTextBlock	rr/2021	0	0	textBlock	D	Performance [Table]	Contains a command for the SEC Viewer for the role corresponding to PerformanceTableData.
AnnualReturn2020	vip/2022q2	0	0	percent	D	Annual Return, 2020 [Percent]	
StrategyNarrativeTextBlock	rr/2022	0	0	textBlock	D	Strategy Narrative [Text Block]	Principal investment strategies of the Fund. Summarize how the Fund intends to achieve its investment objectives by identifying the Fund's principal investment strategies (including the type or types of securities in which the Fund invests or will invest principally) and any policy to concentrate in securities of issuers in a particular industry or group of industries.
PortfolioCompanySubadviserTextBlock	vip/2023	0	0	textBlock	D	Portfolio Company Subadviser [Text Block]	
ChargesContractValuesNoteN6TextBlock	vip/2023	0	0	textBlock	D	Charges and Contract Values, Note (N-6) [Text Block]	
OptionalBenefitFlag	vip/2022q2	0	0	boolean	D	Optional Benefit [Flag]	
LowestQuarterlyReturnLabel	rr/2022	0	0	string	D	Lowest Quarterly Return, Label	If the Fund has annual returns for at least one calendar year, provide a bar chart showing the Fund's annual total returns for each of the last 10 calendar years (or for the life of the Fund if less than 10 years), but only for periods subsequent to the effective date of the Fund's registration statement. Present the corresponding numerical return adjacent to each bar. If the Fund's fiscal year is other than a calendar year, include the year-to-date return information as of the end of the most recent quarter in a footnote to the bar chart. Following the bar chart, disclose the Fund's highest and lowest return for a quarter during the 10 years or other period of the bar chart.
InvestmentStrategiesN3TextBlock	vip/2023	0	0	textBlock	D	Investment Strategies (N-3) [Text Block]	
OptionalBenefitExpenseOfBenefitBaseCurrentPercent	vip/2022q2	0	0	percent	D	Optional Benefit Expense (of Benefit Base), Current [Percent]	
SurrenderExpense3YearsMinimumDollars	vip/2023	0	0	nonNegativeMonetary	D	Surrender Expense, 3 Years, Minimum [Dollars]	
OptionalBenefitExpenseFootnotesTextBlock	vip/2022q2	0	0	textBlock	D	Optional Benefit Expense, Footnotes [Text Block]	
ExpenseExampleNoRedemptionTableTextBlock	rr/2022	0	0	textBlock	D	Expense Example, No Redemption [Table]	Contains a command for the SEC Viewer for the role corresponding to ExpenseExampleNoRedemption.
FeeWaiverOrReimbursementOverAssetsLaterOfTerminationOrNextEffectiveProspectus	0001623632-23-000573	1	0	string	D	Fee Waiver Or Reimbursement Over Assets, Later Of Termination Or Next Effective Prospectus	Fee Waiver Or Reimbursement Over Assets, Later Of Termination Or Next Effective Prospectus
MaximumAccountFee	rr/2021	0	0	NonNegativeMonetaryT	D	Maximum Account Fee	"Include the caption ""Maximum Account Fees"" only if the Fund charges these fees. A Fund may omit other captions if the Fund does not charge the fees or expenses covered by the captions. Disclose account fees that may be charged to a typical investor in the Fund; fees that apply to only a limited number of shareholders based on their particular circumstances need not be disclosed. Include a caption describing the maximum account fee (e.g., ""Maximum Account Maintenance Fee"" or ""Maximum Cash Management Fee""). State the maximum annual account fee as either a fixed dollar amount or a percentage of assets. Include in a parenthetical to the caption the basis on which any percentage is calculated. If an account fee is charged only to accounts that do not meet a certain threshold (e.g., accounts under $5)"
DeferredSalesLoadMaximumDollars	vip/2023	0	0	nonNegativeMonetary	D	Deferred Sales Load, Maximum [Dollars]	
SomeInvestmentsNotAvailableForAllBenefitsN3TextBlock	vip/2022q2	0	0	textBlock	D	Some Investments Not Available for all Benefits (N-3) [Text Block]	
LowestAnnualCostDollars	vip/2022q2	0	0	nonNegativeMonetary	D	Lowest Annual Cost [Dollars]	
AnnualReturn2015	rr/2022	0	0	pure	D	Annual Return 2015	If the Fund has annual returns for at least one calendar year, provide a bar chart showing the Fund's annual total returns for each of the last 10 calendar years (or for the life of the Fund if less than 10 years), but only for periods subsequent to the effective date of the Fund's registration statement. Present the corresponding numerical return adjacent to each bar. If the Fund's fiscal year is other than a calendar year, include the year-to-date return information as of the end of the most recent quarter in a footnote to the bar chart. Following the bar chart, disclose the Fund's highest and lowest return for a quarter during the 10 years or other period of the bar chart. When a Multiple Class Fund offers more than one Class in the prospectus, provide annual total returns in the bar chart for only one of those Classes. The Fund can select which Class to include (e.g., the oldest Class, the Class with the greatest net assets).
ExpenseReimbursement	0000894189-23-003193	1	0	pure	D	Expense Reimbursement	Expense Reimbursement
EntityRegistrantName	dei/2021q4	0	0	normalizedString	D	Entity Registrant Name	The exact name of the entity filing the report as specified in its charter, which is required by forms filed with the SEC.
MortalityAndExpenseRiskFeesOfOtherAmountCurrentPercent	vip/2022q2	0	0	percent	D	Mortality And Expense Risk Fees (of Other Amount), Current [Percent]	
AverageAnnualReturnSinceInception1	0001580642-23-002131	1	0	pure	D	Since Inception [Default Label]	
OtherTransactionFeeWhenDeductedTextBlock	vip/2022q2	0	0	textBlock	D	Other Transaction Fee, When Deducted [Text Block]	
PerformanceTableFootnotesTextBlock	rr/2021	0	0	textBlock	D	Performance Table Footnotes	If the Fund has annual returns for at least one calendar year, provide a table showing the Fund's (A) average annual total return; (B) average annual total return (after taxes on distributions); and (C) average annual total return (after taxes on distributions and redemption). A Money Market Fund should show only the returns described in clause (A) of the preceding sentence. All returns should be shown for 1-, 5-, and 10- calendar year periods ending on the date of the most recently completed calendar year (or for the life of the Fund, if shorter), but only for periods subsequent to the effective date of the Fund's registration statement. The table also should show the returns of an appropriate broad-based securities market index as defined in Instruction 5 to Item 22(b)(7) for the same periods. A Fund that has been in existence for more than 10 years also may include returns for the life of the Fund. A Money Market Fund may provide the Fund's 7-day yield ending on the date of the most recent calendar year or disclose a toll-free (or collect) telephone number that investors can use to obtain the Fund's current 7-day yield. For a Fund (other than a Money Market Fund or a Fund described in General Instruction C.3.(d)(iii)), provide the information in the following table with the specified captions AVERAGE ANNUAL TOTAL RETURNS (For the periods ended December 31, _____)
ObjectiveSecondaryTextBlock	rr/2021	0	0	textBlock	D	Objective, Secondary [Text Block]	Investment Objectives/Goals. Disclose the Fund's investment objectives or goals. A Fund also may identify its type or category (e.g., that it is a Money Market Fund or a balanced fund).
HighestQuarterlyReturnDate	vip/2022q2	0	0	date	D	Highest Quarterly Return [Date]	
MortalityRiskFeesOfOtherAmountCurrentPercent	vip/2022q2	0	0	percent	D	Mortality Risk Fees (of Other Amount), Current [Percent]	
MortalityRiskFeesMaximumDollars	vip/2022q2	0	0	nonNegativeMonetary	D	Mortality Risk Fees, Maximum [Dollars]	
RiskTextBlock	vip/2022q2	0	0	textBlock	D	Risk [Text Block]	
DocumentCreationDate	dei/2023	0	0	date	D	Document Creation Date	The date the document was made available and submitted, in YYYY-MM-DD format. The date of submission, date of acceptance by the recipient, and the document effective date are all potentially different.
OtherAnnualExpenseOfFaceAmountCurrentPercent	vip/2023	0	0	percent	D	Other Annual Expense (of Face Amount), Current [Percent]	
PremiumTaxesOfPremiumPaymentsMinimumPercent	vip/2023	0	0	percent	D	Premium Taxes (of Premium Payments), Minimum [Percent]	
ExpenseRiskFeesOfFaceAmountMinimumPercent	vip/2022q2	0	0	percent	D	Expense Risk Fees (of Face Amount), Minimum [Percent]	
MortalityAndExpenseRiskFeesDescriptionTextBlock	vip/2022q2	0	0	textBlock	D	Mortality and Expense Risk Fees, Description [Text Block]	
InsuranceCostFootnotesTextBlock	vip/2023	0	0	textBlock	D	Insurance Cost, Footnotes [Text Block]	
PortfolioTurnoverTextBlock	vip/2022q2	0	0	textBlock	D	Portfolio Turnover [Text Block]	
OperatingExpensesColumnName	rr/2022	0	0	textBlock	D	Operating Expenses Column [Text]	Annual Fund Operating Expenses (ongoing expenses that you pay each year as a percentage of the value of your investment)
AnnuitizedExpense3YearsMaximumDollars	vip/2023	0	0	nonNegativeMonetary	D	Annuitized Expense, 3 Years, Maximum [Dollars]	
TransferFeeMaximumDollars	vip/2023	0	0	nonNegativeMonetary	D	Transfer Fee, Maximum [Dollars]	
PerformanceTableExplanationAfterTaxHigher	rr/2023	0	0	string	D	Performance Table Explanation after Tax Higher	If average annual total return (after taxes on distributions and redemption) is higher than average annual total return, the reason for this result may be explained.
ExpenseExampleWithRedemptionTableTextBlock	rr/2023	0	0	textBlock	D	Expense Example, With Redemption [Table]	Contains a command for the SEC Viewer for the role corresponding to ExpenseExample.
RiskNotInsuredDepositoryInstitution	rr/2022	0	0	string	D	Risk Not Insured Depository Institution [Text]	"If the Fund is advised by or sold through an insured depository institution, state that ""An investment in the Fund is not a deposit of the bank and is not insured or guaranteed by the Federal Deposit Insurance Corporation or any other government agency."
MortalityRiskFeesOfFaceAmountCurrentPercent	vip/2022q2	0	0	percent	D	Mortality Risk Fees (of Face Amount), Current [Percent]	
StrategyPortfolioConcentration	rr/2022	0	0	string	D	Strategy Portfolio Concentration [Text]	Principal investment strategies of the Fund. Summarize how the Fund intends to achieve its investment objectives by identifying the Fund's principal investment strategies (including the type or types of securities in which the Fund invests or will invest principally) and any policy to concentrate in securities of issuers in a particular industry or group of industries.
AdministrativeExpenseMaximumDollars	vip/2022q2	0	0	nonNegativeMonetary	D	Administrative Expense, Maximum [Dollars]	
AverageAnnualTotalReturns10YearsPercent	vip/2022q2	0	0	percent	D	Average Annual Total Returns, 10 Years [Percent]	
InsuranceCostCurrentDollars	vip/2022q2	0	0	nonNegativeMonetary	D	Insurance Cost, Current [Dollars]	
AnnualReturn2011	rr/2023	0	0	pure	D	Annual Return 2011	If the Fund has annual returns for at least one calendar year, provide a bar chart showing the Fund's annual total returns for each of the last 10 calendar years (or for the life of the Fund if less than 10 years), but only for periods subsequent to the effective date of the Fund's registration statement. Present the corresponding numerical return adjacent to each bar. If the Fund's fiscal year is other than a calendar year, include the year-to-date return information as of the end of the most recent quarter in a footnote to the bar chart. Following the bar chart, disclose the Fund's highest and lowest return for a quarter during the 10 years or other period of the bar chart. When a Multiple Class Fund offers more than one Class in the prospectus, provide annual total returns in the bar chart for only one of those Classes. The Fund can select which Class to include (e.g., the oldest Class, the Class with the greatest net assets).
PerformanceTableMarketIndexChanged	rr/2023	0	0	string	D	Performance Table Market Index Changed	If the Fund selects an index that is different from the index used in a table for the immediately preceding period, explain the reason(s) for the selection of a different index and provide information for both the newly selected and the former index.
TransferFeeFootnotesTextBlock	vip/2023	0	0	textBlock	D	Transfer Fee, Footnotes [Text Block]	
SalesLoadFootnotesTextBlock	vip/2023	0	0	textBlock	D	Sales Load, Footnotes [Text Block]	
PerformanceTableOneClassOfAfterTaxShown	rr/2022	0	0	string	D	Performance Table One Class of after Tax Shown [Text]	Provide a brief explanation that if the Fund is a Multiple Class Fund that offers more than one Class in the prospectus, after-tax returns are shown for only one Class and after-tax returns for other Classes will vary.
InsuranceCostRepresentativeInvestorTextBlock	vip/2022q2	0	0	textBlock	D	Insurance Cost, Representative Investor [Text Block]	
StrategyPortfolioConcentration	rr/2023	0	0	string	D	Strategy Portfolio Concentration [Text]	Principal investment strategies of the Fund. Summarize how the Fund intends to achieve its investment objectives by identifying the Fund's principal investment strategies (including the type or types of securities in which the Fund invests or will invest principally) and any policy to concentrate in securities of issuers in a particular industry or group of industries.
MoneyMarketSevenDayYieldDate	0001193125-23-118649	1	0	string	D	Money Market Seven Day Yield Date	Money Market Seven Day Yield Date
InsuranceCostDescriptionTextBlock	vip/2023	0	0	textBlock	D	Insurance Cost, Description [Text Block]	
AnnualReturn2022	rr/2023	0	0	pure	D	Annual Return 2022	If the Fund has annual returns for at least one calendar year, provide a bar chart showing the Fund's annual total returns for each of the last 10 calendar years (or for the life of the Fund if less than 10 years), but only for periods subsequent to the effective date of the Fund's registration statement. Present the corresponding numerical return adjacent to each bar. If the Fund's fiscal year is other than a calendar year, include the year-to-date return information as of the end of the most recent quarter in a footnote to the bar chart. Following the bar chart, disclose the Fund's highest and lowest return for a quarter during the 10 years or other period of the bar chart. When a Multiple Class Fund offers more than one Class in the prospectus, provide annual total returns in the bar chart for only one of those Classes. The Fund can select which Class to include (e.g., the oldest Class, the Class with the greatest net assets).
MaximumDeferredSalesChargeOverOfferingPrice	rr/2021	0	0	NonNegativePure4Type	D	Maximum Deferred Sales Charge (as a percentage of Offering Price)	"Maximum Deferred Sales Charge (Load) (as a percentage of ____) A.3.instructions.2.a.i ""Maximum Deferred Sales Charge (Load)"" includes the maximum total deferred sales charge (load) payable upon redemption, in installments, or both, expressed as a percentage of the amount or amounts stated in response to Item 7(a), except that, for a sales charge (load) based on net asset value at the time of purchase, show the sales charge (load) as a percentage of the offering price at the time of purchase. A Fund may include in a footnote to the table, if applicable, a tabular presentation showing the amount of deferred sales charges (loads) over time or a narrative explanation of the sales charges (loads) (e.g., __% in the first year after purchase, declining to __% in the __ year and eliminated thereafter). A.3.instructions.2.a.ii If more than one type of sales charge (load) is imposed (e.g., a deferred sales charge (load) and a front-end sales charge (load)), the first caption in the table should read ""Maximum Sales Charge (Load)"" and show the maximum cumulative percentage. Show the percentage amounts and the terms of each sales charge (load) comprising that figure on separate lines below."
Retirementaccountfees	0001398344-23-007133	1	0	NonNegativeMonetaryT	D	Retirement account fees (annual maintenance fee)	
TransactionFeeOnConversionToETFShares	0001683863-23-004833	1	0	NonNegativeMonetaryT	D	Transaction Fee on Conversion to ETF Shares	Transaction Fee on Conversion to ETF Shares
SurrenderExampleTableTextBlock	vip/2022q2	0	0	textBlock	D	Surrender Example [Table Text Block]	
DeferredSalesChargeWhenDeductedTextBlock	vip/2023	0	0	textBlock	D	Deferred Sales Charge, When Deducted [Text Block]	
ExpenseRiskFeesDescriptionTextBlock	vip/2023	0	0	textBlock	D	Expense Risk Fees, Description [Text Block]	
StandardBenefitExpenseMaximumDollars	vip/2023	0	0	nonNegativeMonetary	D	Standard Benefit Expense, Maximum [Dollars]	
TransactionFeeOnPurchasesandSales	0001683863-23-004050	1	0	NonNegativeMonetaryT	D	Transaction Fee on Purchases and Sales	Transaction Fee on Purchases and Sales
RiskTextBlock	rr/2023	0	0	textBlock	D	Risk [Text Block]	Text block containing a risk heading and narrative for a single risk.
BarChartAndPerformanceTableHeading	rr/2022	0	0	string	D	Bar Chart and Performance Table [Heading]	Risk/Return Bar Chart and Table.
DocumentPeriodEndDate	dei/2021q4	0	0	date	D	Document Period End Date	For the EDGAR submission types of Form 8-K: the date of the report, the date of the earliest event reported; for the EDGAR submission types of Form N-1A: the filing date; for all other submission types: the end of the reporting or transition period. The format of the date is YYYY-MM-DD.
Component3OtherExpensesOverAssets	rr/2021	0	0	NonNegativePure4Type	D	Component3 Other Expenses	"The Fund may subdivide this caption into no more than three subcaptions that identify the largest expense or expenses comprising ""Other Expenses,"" but must include a total of all ""Other Expenses."" Alternatively, the Fund may include the components of ""Other Expenses"" in a parenthetical to the caption."
OtherAnnualExpenseOfAverageAccountValueMaximumPercent	vip/2022q2	0	0	percent	D	Other Annual Expense (of Average Account Value), Maximum [Percent]	
LowestAndHighestAnnualCostTableTextBlock	vip/2023	0	0	textBlock	D	Lowest and Highest Annual Cost [Table Text Block]	
MaximumSalesChargeImposedOnPurchasesOverOfferingPrice	rr/2023	0	0	NonNegativePure4Type	D	Maximum Sales Charge Imposed on Purchases (as a percentage of Offering Price)	"Maximum Deferred Sales Charge (Load) (as a percentage of ____) A.3.instructions.2.a.i ""Maximum Deferred Sales Charge (Load)"" includes the maximum total deferred sales charge (load) payable upon redemption, in installments, or both, expressed as a percentage of the amount or amounts stated in response to Item 7(a), except that, for a sales charge (load) based on net asset value at the time of purchase, show the sales charge (load) as a percentage of the offering price at the time of purchase. A Fund may include in a footnote to the table, if applicable, a tabular presentation showing the amount of deferred sales charges (loads) over time or a narrative explanation of the sales charges (loads) (e.g., __% in the first year after purchase, declining to __% in the __ year and eliminated thereafter). A.3.instructions.2.a.ii If more than one type of sales charge (load) is imposed (e.g., a deferred sales charge (load) and a front-end sales charge (load)), the first caption in the table should read ""Maximum Sales Charge (Load)"" and show the maximum cumulative percentage. Show the percentage amounts and the terms of each sales charge (load) comprising that figure on separate lines below."
ExpensesOverAssets	rr/2022	0	0	NonNegativePure4Type	D	Expenses (as a percentage of Assets)	"Total Annual Fund Operating Expenses. If the Fund is a Feeder Fund, reflect the aggregate expenses of the Feeder Fund and the Master Fund in a single fee table using the captions provided. In a footnote to the fee table, state that the table and Example reflect the expenses of both the Feeder and Master Funds. If the prospectus offers more than one Class of a Multiple Class Fund or more than one Feeder Fund that invests in the same Master Fund, provide a separate response for each Class or Feeder Fund. Base the percentages of ""Annual Fund Operating Expenses"" on amounts incurred during the Fund's most recent fiscal year, but include in expenses amounts that would have been incurred absent expense reimbursement or fee waiver arrangements. If the Fund has changed its fiscal year and, as a result, the most recent fiscal year is less than three months, use the fiscal year prior to the most recent fiscal year as the basis for determining ""Annual Fund Operating Expenses."
TotalAnnualExpensesCurrentPercent	vip/2023	0	0	percent	D	Total Annual Expenses, Current [Percent]	
AnnuitizedExpense10YearsMinimumDollars	vip/2023	0	0	nonNegativeMonetary	D	Annuitized Expense, 10 Years, Minimum [Dollars]	
AnnualFundOperatingExpensesTableTextBlock	rr/2023	0	0	textBlock	D	Annual Fund Operating Expenses [Table]	Contains a command for the SEC Viewer for the role corresponding to OperatingExpensesData.
SupplementClosing	0000894189-23-004135	1	0	textBlock	D	Supplement Closing	Supplement Closing
AnnualReturn2014	rr/2022	0	0	pure	D	Annual Return 2014	If the Fund has annual returns for at least one calendar year, provide a bar chart showing the Fund's annual total returns for each of the last 10 calendar years (or for the life of the Fund if less than 10 years), but only for periods subsequent to the effective date of the Fund's registration statement. Present the corresponding numerical return adjacent to each bar. If the Fund's fiscal year is other than a calendar year, include the year-to-date return information as of the end of the most recent quarter in a footnote to the bar chart. Following the bar chart, disclose the Fund's highest and lowest return for a quarter during the 10 years or other period of the bar chart. When a Multiple Class Fund offers more than one Class in the prospectus, provide annual total returns in the bar chart for only one of those Classes. The Fund can select which Class to include (e.g., the oldest Class, the Class with the greatest net assets).
PrincipalRisksTableTextBlock	vip/2022q2	0	0	textBlock	D	Item 5. Principal Risks [Table Text Block]	
StrategyHeading	rr/2022	0	0	string	D	Strategy [Heading]	Principal investment strategies of the Fund. Summarize how the Fund intends to achieve its investment objectives by identifying the Fund's principal investment strategies (including the type or types of securities in which the Fund invests or will invest principally) and any policy to concentrate in securities of issuers in a particular industry or group of industries.
PerformanceTableNarrativeTextBlock	rr/2021	0	0	textBlock	D	Performance Table Narrative	If the Fund has annual returns for at least one calendar year, provide a table showing the Fund's (A) average annual total return; (B) average annual total return (after taxes on distributions); and (C) average annual total return (after taxes on distributions and redemption). A Money Market Fund should show only the returns described in clause (A) of the preceding sentence. All returns should be shown for 1-, 5-, and 10- calendar year periods ending on the date of the most recently completed calendar year (or for the life of the Fund, if shorter), but only for periods subsequent to the effective date of the Fund's registration statement. The table also should show the returns of an appropriate broad-based securities market index as defined in Instruction 5 to Item 22(b)(7) for the same periods. A Fund that has been in existence for more than 10 years also may include returns for the life of the Fund. A Money Market Fund may provide the Fund's 7-day yield ending on the date of the most recent calendar year or disclose a toll-free (or collect) telephone number that investors can use to obtain the Fund's current 7-day yield. For a Fund (other than a Money Market Fund or a Fund described in General Instruction C.3.(d)(iii)), provide the information in the following table with the specified captions AVERAGE ANNUAL TOTAL RETURNS (For the periods ended December 31, _____). For a Fund that provides annual total returns for only one calendar year or for a Fund that does not include the bar chart because it does not have annual returns for a full calendar year, modify, as appropriate, the narrative explanation required by paragraph (c)(2)(i) (e.g., by stating that the information gives some indication of the risks of an investment in the Fund by comparing the Fund's performance with a broad measure of market performance).
ExpensesRangeOfExchangeFeesTextBlock	rr/2022	0	0	textBlock	D	Expenses Range of Exchange Fees [Text Block]	The Fund may include in a footnote to the table, if applicable, a tabular presentation of the range of exchange fees or a narrative explanation of the fees.
SalesLoadOfPurchasePaymentsMaximumPercent	vip/2022q2	0	0	percent	D	Sales Load (of Purchase Payments), Maximum [Percent]	
BaseContractOfPurchasePaymentsN4MinimumPercent	vip/2022q2	0	0	percent	D	Base Contract (of Purchase Payments) (N-4) Minimum [Percent]	
DocumentType	dei/2022	0	0	submissionType	D	Document Type	The type of document being provided (such as 10-K, 10-Q, 485BPOS, etc). The document type is limited to the same value as the supporting SEC submission type, or the word 'Other'.
PortfolioTurnoverHeading	rr/2022	0	0	string	D	Portfolio Turnover [Heading]	Disclose the portfolio turnover rate provided in response to Item 14(a) for the most recent fiscal year (or for such shorter period as the Fund has been in operation). Disclose the period for which the information is provided if less than a full fiscal year. A Fund that is a Money Market Fund may omit the portfolio turnover information required by this Item.
OtherAnnualExpenseMaximumDollars	vip/2022q2	0	0	nonNegativeMonetary	D	Other Annual Expense, Maximum [Dollars]	
PerformanceAdditionalMarketIndex	rr/2022	0	0	string	D	Performance Additional Market Index [Text]	Include the bar chart and table required by paragraphs (b)(2)(ii) and (iii) of this section. Provide a brief explanation of how the information illustrates the variability of the Fund's returns (e.g., by stating that the information provides some indication of the risks of investing in the Fund by showing changes in the Fund's performance from year to year and by showing how the Fund's average annual returns for 1, 5, and 10 years compare with those of a broad measure of market performance). Provide a statement to the effect that the Fund's past performance (before and after taxes) is not necessarily an indication of how the Fund will perform in the future.
OtherBenefitsAvailableN6TextBlock	vip/2022q2	0	0	textBlock	D	Item 11. Other Benefits Available (N-6) [Text Block]	
MortalityRiskFeesWhenDeductedTextBlock	vip/2022q2	0	0	textBlock	D	Mortality Risk Fees, When Deducted [Text Block]	
OtherTransactionFeeFootnotesTextBlock	vip/2023	0	0	textBlock	D	Other Transaction Fee (of Other Amount), Footnotes [Text Block]	
OtherExpensesOverAssets	rr/2023	0	0	NonNegativePure4Type	D	Other Expenses (as a percentage of Assets):	"Other Expenses"" include all expenses not otherwise disclosed in the table that are deducted from the Fund's assets or charged to all shareholder accounts. The amount of expenses deducted from the Fund's assets are the amounts shown as expenses in the Fund's statement of operations (including increases resulting from complying with paragraph 2(g) of rule 6-07 of Regulation S-X [17 CFR 210.6-07]). ""Other Expenses"" do not include extraordinary expenses as determined under generally accepted accounting principles (see Accounting Principles Board Opinion No. 30). If extraordinary expenses were incurred that materially affected the Fund's ""Other Expenses,"" disclose in a footnote to the table what ""Other Expenses"" would have been had the extraordinary expenses been included."
ExpenseExampleYear05	rr/2023	0	0	NonNegativeMonetaryT	D	Expense Example, with Redemption, 5 Years	The Example assumes that you invest $10,000 in the Fund for the time periods indicated and then you redeem all of your shares at the end of those periods. The Example also assumes that your investment has a 5% return per year and that the Fund's operating expenses remained the same. Although your actual costs may be higher or lower.
FeeWaiverReimbursementOrRecoupment	0000894189-23-003519	1	0	pure	D	Fee Waiver/Reimbursement or Recoupment	Fee Waiver/Reimbursement or Recoupment
MaximumSalesChargeOnReinvestedDividendsAndDistributionsOverOther	rr/2021	0	0	NonNegativePure4Type	D	Maximum Sales Charge on Reinvested Dividends and Distributions (as a percentage)	Maximum Sales Charge (Load) Imposed on Reinvested Dividends[and other Distributions] (as a percentage of ____)
AnnualReturn2007	rr/2023	0	0	pure	D	Annual Return 2007	If the Fund has annual returns for at least one calendar year, provide a bar chart showing the Fund's annual total returns for each of the last 10 calendar years (or for the life of the Fund if less than 10 years), but only for periods subsequent to the effective date of the Fund's registration statement. Present the corresponding numerical return adjacent to each bar. If the Fund's fiscal year is other than a calendar year, include the year-to-date return information as of the end of the most recent quarter in a footnote to the bar chart. Following the bar chart, disclose the Fund's highest and lowest return for a quarter during the 10 years or other period of the bar chart. When a Multiple Class Fund offers more than one Class in the prospectus, provide annual total returns in the bar chart for only one of those Classes. The Fund can select which Class to include (e.g., the oldest Class, the Class with the greatest net assets).
DeferredSalesLoadOfAmountSurrenderedMinimumPercent	vip/2022q2	0	0	percent	D	Deferred Sales Load (of Amount Surrendered), Minimum [Percent]	
AcquiredFundFeesAndExpensesOverAssets	rr/2023	0	0	NonNegativePure4Type	D	Acquired Fund Fees and Expenses	Total Annual Fund Operating Expenses.
BaseContractN4FootnotesTextBlock	vip/2022q2	0	0	textBlock	D	Base Contract (N-4) Footnotes [Text Block]	
PerformanceInformationIllustratesVariabilityOfReturns	rr/2023	0	0	string	D	Performance Information Illustrates Variability of Returns [Text]	Include the bar chart and table required by paragraphs (b)(2)(ii) and (iii) of this section. Provide a brief explanation of how the information illustrates the variability of the Fund's returns (e.g., by stating that the information provides some indication of the risks of investing in the Fund by showing changes in the Fund's performance from year to year and by showing how the Fund's average annual returns for 1, 5, and 10 years compare with those of a broad measure of market performance). Provide a statement to the effect that the Fund's past performance (before and after taxes) is not necessarily an indication of how the Fund will perform in the future.
ExchangeFeeFootnotesTextBlock	vip/2023	0	0	textBlock	D	Exchange Fee, Footnotes [Text Block]	
AdditionalInformationN3TextBlock	vip/2022q2	0	0	textBlock	D	Item 19. Additional Information About Investment Options (N-3) [Text Block]	
SupplementClosingTextBlock	0001213900-23-041006	1	0	textBlock	D	Supplement Closing [Text Block]	Supplement Closing Text Block.
OptionalBenefitExpenseOfOtherAmountCurrentPercent	vip/2022q2	0	0	percent	D	Optional Benefit Expense (of Other Amount), Current [Percent]	
ManagementFeesOverAssets	rr/2023	0	0	NonNegativePure4Type	D	Management Fees (as a percentage of Assets)	"Management Fees include investment advisory fees (including any fees based on the Fund's performance), any other management fees payable to the investment adviser or its affiliates, and administrative fees payable to the investment adviser or its affiliates that are not included as ""Other Expenses."
DeferredSalesLoadOfPurchasePaymentsCurrentPercent	vip/2022q2	0	0	percent	D	Deferred Sales Load (of Purchase Payments), Current [Percent]	
WireFee	0001213900-23-032788	1	0	NonNegativeMonetaryT	D	Wire fee	
OvernightCheckDeliveryFee	0001398344-23-007855	1	0	NonNegativeMonetaryT	D	Overnight check delivery fee	
ProspectusDate	rr/2023	0	0	date	D	Prospectus Date	The date of the prospectus.
